Event;Timestamp;Framecount;SessionID;Email;EventType;MotorSpaceWidth;MotorSpaceHeight;MotorSpaceMultiplier;MotorSpaceCenterPositionX;MotorSpaceCenterPositionY;MotorSpaceCenterPositionZ;MotorSpaceGainX;MotorSpaceGainY;MotorSpaceName;TimeSinceLastEvent;PupilTime;UnityToPupilTimeOffset;GameId;RightControllerMain;MirrorEffect;EyePatch;ControllerOffset;PrismOffset;DualTask;HideWall;HideWallAmount;GeometricMirror;ControllerSmoothed;ControllerAimAssistState;GameState;GameDuration;GameSpeed;GameTimeSpent;GameTimeLeft;ParticipantId;TestId;WallRowCount;WallColumnCount;WallSizeX;WallSizeY;WallSizeZ;WallBoundsXMin;WallBoundsYMin;WallBoundsZMin;WallBoundsXMax;WallBoundsYMax;WallBoundsZMax;WallCenterX;WallCenterY;WallCenterZ;WallCurveRatioX;WallCurveRatioY;PlayedPattern;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MoleSize;MoleLifeTime;MoleId;MoleSpawnOrder;MoleIndexX;MoleIndexY;MoleNormalizedIndexX;MoleNormalizedIndexY;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerPosTravelX;RightControllerPosTravelY;RightControllerPosTravelZ;RightControllerRotTravelX;RightControllerRotTravelY;RightControllerRotTravelZ;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HeadCameraRotTravelX;HeadCameraRotTravelY;HeadCameraRotTravelZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerPosTravelX;LeftControllerPosTravelY;LeftControllerPosTravelZ;LeftControllerRotTravelX;LeftControllerRotTravelY;LeftControllerRotTravelZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerLaserPosTravelX;RightControllerLaserPosTravelY;RightControllerLaserPosTravelZ;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;MoleActivatedDuration;LastShotControllerRawPointingDirectionX;LastShotControllerRawPointingDirectionY;LastShotControllerRawPointingDirectionZ;MoleSurfaceHitLocationX;MoleSurfaceHitLocationY;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;ClosestActiveMoleDistanceX;ClosestActiveMoleDistanceY
Wall Size Update;2021-11-10 14:27:41.9325;16369;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MotorSpaceEvent;0.6000;0.4000;1.0000;0.2200;1.0000;1.5000;1.6667;2.5000;MotorSpaceR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Wall Size Update;2021-11-10 14:27:41.9732;16369;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MotorSpaceEvent;0.6000;0.4000;1.0000;0.2200;1.0000;1.5000;6.1612;7.0921;MotorSpaceR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Wall Size Update;2021-11-10 14:27:41.9742;16369;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MotorSpaceEvent;0.6000;0.4000;1.0000;0.2200;1.0000;1.5000;6.1612;7.0921;MotorSpaceR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Controller Offset Set 0;2021-11-10 14:27:41.9801;16369;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;ModifierEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.9153;182148.702305;181962.395585396;NULL;False;False;None;0;0;False;None;-1;False;True;None;Stopped;180;Normal;0;180;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Prism Offset Set 0;2021-11-10 14:27:41.9811;16369;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;ModifierEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182148.703793;181962.395585396;NULL;False;False;None;0;0;False;None;-1;False;True;None;Stopped;180;Normal;0;180;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Game Started;2021-11-10 14:27:41.9920;16369;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;GameEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182148.713735;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Stopped;630;Normal;0;180;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:28:11.9469;18374;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30.0121;182178.66816;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;30.00232;599.9977;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-0.3484;1.6320;6.5263;-0.3484;-0.2180;5.9763;0.4005;5.0000;0505;0001;5;5;0.4444;0.4444;-0.6646;0.5981;-0.7007;2.9642;188.8159;3.2676;0.0000;0.0000;0.0001;0.0014;0.0019;0.0045;-0.4879;1.1690;-0.4484;3.1482;186.0826;0.3971;0.0095;0.0155;0.0868;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-297.9767;-732.2706;-609.7589;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:28:11.9518;18374;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182178.673077;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;30.00232;599.9977;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);2.2304;1.2003;5.7139;2.2304;-0.6497;5.1639;0.3629;5.0000;0904;0001;9;4;0.8889;0.3333;-0.6646;0.5981;-0.7007;2.9642;188.8159;3.2676;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.4879;1.1690;-0.4484;3.1482;186.0826;0.3971;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-297.9767;-732.2706;-609.7589;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0505;5;5;-0.3484;1.6320;6.5263;-0.3484;-0.2180;5.9763;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:28:16.9555;18701;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.0079;182183.676117;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;35.0108;594.9892;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-0.3484;1.6320;6.5263;-0.3484;-0.2180;5.9763;0.4005;5.0000;0505;0001;5;5;0.4444;0.4444;-0.6646;0.5978;-0.7005;2.9588;188.6617;2.7767;0.0001;0.0000;0.0001;0.0173;0.0014;0.0056;-0.4835;1.1661;-0.4383;2.7888;186.0170;0.2619;0.0110;0.0190;0.0148;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-297.9767;-732.2706;-609.7589;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0505;5;5;-0.3484;1.6320;6.5263;-0.3484;-0.2180;5.9763;5.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:28:16.9606;18701;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182183.681711;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;35.0108;594.9892;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);2.2304;1.2003;5.7139;2.2304;-0.6497;5.1639;0.3629;5.0000;0904;0001;9;4;0.8889;0.3333;-0.6646;0.5978;-0.7005;2.9588;188.6617;2.7767;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.4835;1.1661;-0.4383;2.7888;186.0170;0.2619;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-297.9767;-732.2706;-609.7589;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0505;5;5;-0.3484;1.6320;6.5263;-0.3484;-0.2180;5.9763;5.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:28:16.9774;18702;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0229;182183.698622;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;35.02136;594.9786;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;0.4181;5.0000;0408;0002;4;8;0.3333;0.7778;-0.6645;0.5979;-0.7006;2.9609;188.6596;2.7810;0.0001;0.0001;0.0000;0.0020;0.0020;0.0042;-0.4837;1.1664;-0.4388;2.8034;186.0037;0.2788;0.0146;0.0133;0.0169;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-297.9767;-732.2706;-609.7589;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0505;5;5;-0.3484;1.6320;6.5263;-0.3484;-0.2180;5.9763;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:28:16.9804;18702;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182183.701549;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;35.02136;594.9786;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);0.3484;3.3171;6.1824;0.3484;1.4671;5.6324;0.4139;5.0000;0609;0002;6;9;0.5556;0.8889;-0.6645;0.5979;-0.7006;2.9609;188.6596;2.7810;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.4837;1.1664;-0.4388;2.8034;186.0037;0.2788;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-297.9767;-732.2706;-609.7589;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0408;4;8;-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:28:21.9984;19009;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.0199;182188.718813;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;40.04156;589.9584;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;0.4181;5.0000;0408;0002;4;8;0.3333;0.7778;-0.6638;0.5979;-0.7011;3.1283;188.4294;3.1091;0.0001;0.0001;0.0000;0.0016;0.0137;0.0452;-0.4867;1.1687;-0.4493;3.6914;186.5428;0.1141;0.0235;0.0075;0.0454;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-297.9767;-732.2706;-609.7589;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0408;4;8;-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;5.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:28:22.0023;19009;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182188.722792;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;40.04156;589.9584;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);0.3484;3.3171;6.1824;0.3484;1.4671;5.6324;0.4139;5.0000;0609;0002;6;9;0.5556;0.8889;-0.6638;0.5979;-0.7011;3.1283;188.4294;3.1091;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.4867;1.1687;-0.4493;3.6914;186.5428;0.1141;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-297.9767;-732.2706;-609.7589;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0408;4;8;-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;5.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:28:22.0192;19010;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0220;182188.740074;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;40.06384;589.9362;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-0.3484;0.0132;5.9606;-0.3484;-1.8368;5.4106;0.4179;5.0000;0501;0003;5;1;0.4444;0.0000;-0.6638;0.5978;-0.7012;3.1153;188.4536;3.0248;0.0001;0.0002;0.0000;0.0130;0.0242;0.0843;-0.4832;1.1694;-0.4471;3.6019;186.5076;0.0398;0.0895;0.0352;0.0744;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-297.9767;-732.2706;-609.7589;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0408;4;8;-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:28:22.0222;19010;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182188.742622;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;40.06384;589.9362;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);2.2304;1.2003;5.7139;2.2304;-0.6497;5.1639;0.3629;5.0000;0904;0003;9;4;0.8889;0.3333;-0.6638;0.5978;-0.7012;3.1153;188.4536;3.0248;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.4832;1.1694;-0.4471;3.6019;186.5076;0.0398;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-297.9767;-732.2706;-609.7589;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0501;5;1;-0.3484;0.0132;5.9606;-0.3484;-1.8368;5.4106;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:28:27.0357;19326;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.0152;182193.755918;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;45.07861;584.9214;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-0.3484;0.0132;5.9606;-0.3484;-1.8368;5.4106;0.4179;5.0000;0501;0003;5;1;0.4444;0.0000;-0.6647;0.5982;-0.7007;2.9421;188.6247;2.4309;0.0001;0.0001;0.0002;0.0056;0.0093;0.0343;-0.4888;1.1694;-0.4451;3.1678;186.5607;359.7725;0.0069;0.0539;0.0814;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-297.9767;-732.2706;-609.7589;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0501;5;1;-0.3484;0.0132;5.9606;-0.3484;-1.8368;5.4106;5.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:28:27.0377;19326;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182193.759166;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;45.07861;584.9214;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);2.2304;1.2003;5.7139;2.2304;-0.6497;5.1639;0.3629;5.0000;0904;0003;9;4;0.8889;0.3333;-0.6647;0.5982;-0.7007;2.9421;188.6247;2.4309;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.4888;1.1694;-0.4451;3.1678;186.5607;359.7725;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-297.9767;-732.2706;-609.7589;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0501;5;1;-0.3484;0.0132;5.9606;-0.3484;-1.8368;5.4106;5.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:28:27.0555;19327;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0222;182193.777384;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;45.10059;584.8994;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;0.3584;5.0000;0108;0004;1;8;0.0000;0.7778;-0.6648;0.5982;-0.7007;2.9368;188.6495;2.3836;0.0000;0.0000;0.0001;0.0053;0.0248;0.0473;-0.4858;1.1674;-0.4429;3.1074;186.4734;359.7173;0.0604;0.0873;0.0552;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-297.9767;-732.2706;-609.7589;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0501;5;1;-0.3484;0.0132;5.9606;-0.3484;-1.8368;5.4106;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:28:27.0585;19327;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182193.779976;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;45.10059;584.8994;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.6667;1.2003;6.0825;-1.6667;-0.6497;5.5325;0.3906;5.0000;0304;0004;3;4;0.2222;0.3333;-0.6648;0.5982;-0.7007;2.9368;188.6495;2.3836;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.4858;1.1674;-0.4429;3.1074;186.4734;359.7173;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-297.9767;-732.2706;-609.7589;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0108;1;8;-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:28:32.0904;19638;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.0163;182198.81098;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;50.11664;579.8834;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;0.3584;5.0000;0108;0004;1;8;0.0000;0.7778;-0.6643;0.5979;-0.7010;3.0323;188.5129;2.7889;0.0001;0.0001;0.0000;0.0041;0.0026;0.0272;-0.4836;1.1664;-0.4435;3.3556;186.2649;359.9008;0.0088;0.0261;0.0026;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-297.9767;-732.2706;-609.7589;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0108;1;8;-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;5.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
